seed,missing_frac,method,rmse,lam,time
1,0.6,batched_warmstart,1.0000211332250568,14.534097671508789,0.8528860015794635
1,0.6,iso_auto,0.999513460523603,14.457850456237793,0.2838384546339512
1,0.6,iso_grid,1.0035965233547042,23.952831268310547,0.5026985472068191
1,0.6,iso_cv,0.9994700498047191,8.608201485616028,1.3483105041086674
1,0.6,iso_warmstart,0.9963203138595066,14.461433410644531,0.3276680577546358
1,0.6,iso_then_proximal,0.9495347724814991,14.457850456237793,0.5785846980288625
1,0.6,iso_renyi,0.9989998460550925,10.174734115600586,1.460597642697394
1,0.6,faem,0.8501590997670136,0.6370528936386108,0.1319472137838602
1,0.6,gradml,0.8493496882706018,0.7731547355651855,0.18148474022746086
2,0.6,proximal_cv,0.8893978319078446,8.404006004333496,7.843422939069569
2,0.6,batched_auto,0.9879307691138757,14.729607582092285,0.32726138457655907
2,0.6,batched_grid,0.9910786365327097,23.384645462036133,0.9833372477442026
2,0.6,batched_warmstart,0.9879320487179757,14.733463287353516,0.7220156854018569
2,0.6,iso_auto,0.988048983383437,14.708945274353027,0.32554825861006975
2,0.6,iso_grid,0.9913719106594684,23.384645462036133,0.4385885074734688
2,0.6,iso_cv,0.9881943662369732,8.404006015775652,1.2766535431146622
2,0.6,iso_warmstart,0.9858017067899754,14.688525199890137,0.3435099897906184
2,0.6,iso_then_proximal,0.9421982753135592,14.708945274353027,0.8926230166107416
2,0.6,iso_renyi,0.9876272375295907,10.187915802001953,1.4168162168934941
2,0.6,faem,0.8864631668557572,0.6535804271697998,0.13793731853365898
2,0.6,gradml,0.8870602492955575,0.7598798274993896,0.26384730264544487
0,0.9,proximal_cv,0.932434262504381,23.221073150634766,7.6575113562867045
0,0.9,batched_auto,0.9323592132214683,13.617676734924316,0.045677670277655125
0,0.9,batched_grid,0.932398521990015,23.221073150634766,0.6654662434011698
0,0.9,batched_warmstart,0.932363048618807,13.316734313964844,1.7350831609219313
0,0.9,iso_auto,0.9324226166814167,12.795829772949219,0.6869186917319894
0,0.9,iso_grid,0.9324439855815106,23.221073150634766,0.3553386311978102
0,0.9,iso_cv,0.9324022240364429,8.345221270249041,1.2222829619422555
0,0.9,iso_warmstart,0.9325792441327337,12.801719665527344,1.0358355147764087
0,0.9,iso_then_proximal,0.9323346737747507,12.795829772949219,0.6946023367345333
0,0.9,iso_renyi,0.9324085949491138,9.874101638793945,1.718317775055766
0,0.9,faem,1.063319176222244,0.8583520650863647,0.23814419377595186
0,0.9,gradml,1.0834304669457786,0.13147054612636566,1.5487692607566714
1,0.9,proximal_cv,0.9854372013348595,8.63379955291748,7.585126979276538
1,0.9,batched_auto,0.9819298142988901,13.523645401000977,0.0501799825578928
1,0.9,batched_grid,0.9819904943741725,24.024059295654297,0.8146090311929584
1,0.9,batched_warmstart,0.9819277358828464,12.830726623535156,2.5742509039118886
1,0.9,iso_auto,0.9819581546815052,12.38520336151123,0.6950270999222994
1,0.9,iso_grid,0.9819929904118556,24.024059295654297,0.3365723369643092
1,0.9,iso_cv,0.981994473827901,24.024059507174215,1.3048742702230811
1,0.9,iso_warmstart,0.9818425149583612,12.370598793029785,0.7360497517511249
1,0.9,iso_then_proximal,0.9820371707896468,12.38520336151123,1.094242756254971
1,0.9,iso_renyi,0.9819964432470396,80649.3359375,2.303393319249153
1,0.9,faem,1.1105806103287084,0.8462386131286621,0.22114045079797506
1,0.9,gradml,1.111126422325622,0.08186371624469757,1.5800345037132502
2,0.9,proximal_cv,0.9446406707954301,23.07833480834961,8.157153789885342
2,0.9,batched_auto,0.9445094039220415,13.637372016906738,0.06108697783201933
2,0.9,batched_grid,0.9445713051502571,23.07833480834961,0.6633002422749996
2,0.9,batched_warmstart,0.9445110462757464,13.753043174743652,1.7258947286754847
2,0.9,iso_auto,0.9445431157745793,13.306546211242676,0.6324866954237223
2,0.9,iso_grid,0.9446027262489685,23.07833480834961,0.32466575782746077
2,0.9,iso_cv,0.944561310808407,8.29392317565614,1.2304536812007427
2,0.9,iso_warmstart,0.944617564678966,13.305060386657715,0.7075803941115737
2,0.9,iso_then_proximal,0.9446406707954301,13.306546211242676,0.8584613958373666
2,0.9,iso_renyi,0.9445453905298613,9.84242057800293,1.7746874131262302
2,0.9,faem,1.0367243522061522,0.8578050136566162,0.34613753762096167
2,0.9,gradml,1.0420546009839606,0.09312686324119568,1.685354116372764
