diag_taylor_elbo,diag_taylor_loo_rmse,obs_logit_rmse,data_nll,diag_logdet,nuclear_norm,noise_model,lambda,g,rank,iso_row_taylor_elbo,iso_row_taylor_loo_rmse,iso_row_obs_logit_rmse,iso_row_data_logdet_loss_est,iso_row_n_rows,iso_row_n_obs,iso_row_delta,iso_row_tau,iso_row_seconds
-210390726.47917375,141.94268798828125,1.5344250202178955,244969579.04167375,-112050376.0,77471.5234375,homo,1000.0,2.3544602394104004,13,1901385855.4685776,26.74892953782293,1.5344250705176776,-1978857378.9060776,142315,263931532,38836.41796875,0.0257490276473143,39.36683507077396
-436450888.078125,192.2293243408203,2.545626640319824,408960006.5,1813114.0,8559.255859375,hetero,3000.0,1.0,13,-310439482.9037945,5.467175284132315,2.545626617700425,284761715.3256695,142315,263931532,4355.1181640625,0.6888446850318221,40.07236527092755
-132905759.75,211.50784301757807,2.115076303482056,285354016.0,-175881600.0,23433.34375,combined,1000.0,2.168306827545166,2,1500006620.8194587,9.779364494197909,2.115076431920998,-1523439964.5694587,142315,263931532,17577.326171875,0.0568914742903316,19.836507668718696
