embedding,cell_type,factor,mean_z_usage,n_cells
atlas SP,Immune progenitor,F15,-0.12112292647361755,1204
atlas SP,Immune progenitor,F16,0.13604441285133362,1204
atlas SP,Immune progenitor,F17,0.27596578001976013,1204
atlas SP,Immune progenitor,F18,-0.033129818737506866,1204
atlas SP,Immune progenitor,F19,-0.19743919372558594,1204
atlas SP,Immune progenitor,F20,-0.0566406324505806,1204
atlas SP,Basal epithelial cell,F1,-0.5743256211280823,1148
atlas SP,Basal epithelial cell,F2,-0.3934415578842163,1148
atlas SP,Basal epithelial cell,F3,-0.6166414022445679,1148
atlas SP,Basal epithelial cell,F4,-0.3057936728000641,1148
atlas SP,Basal epithelial cell,F5,-0.33396366238594055,1148
atlas SP,Basal epithelial cell,F6,-0.4492926001548767,1148
atlas SP,Basal epithelial cell,F7,1.5881233215332031,1148
atlas SP,Basal epithelial cell,F8,-0.4546840488910675,1148
atlas SP,Basal epithelial cell,F9,0.13682995736598969,1148
atlas SP,Basal epithelial cell,F10,2.446601152420044,1148
atlas SP,Basal epithelial cell,F11,-0.1619827300310135,1148
atlas SP,Basal epithelial cell,F12,0.14390291273593903,1148
atlas SP,Basal epithelial cell,F13,0.1296420842409134,1148
atlas SP,Basal epithelial cell,F14,-0.3235228955745697,1148
atlas SP,Basal epithelial cell,F15,1.0136665105819702,1148
atlas SP,Basal epithelial cell,F16,-0.1392596811056137,1148
atlas SP,Basal epithelial cell,F17,-0.1393691748380661,1148
atlas SP,Basal epithelial cell,F18,-0.15920285880565643,1148
atlas SP,Basal epithelial cell,F19,-0.005552432965487242,1148
atlas SP,Basal epithelial cell,F20,0.001469483831897378,1148
atlas SP,Urogenital epithelial cell,F1,-0.5710484981536865,1008
atlas SP,Urogenital epithelial cell,F2,-0.3724431097507477,1008
atlas SP,Urogenital epithelial cell,F3,-0.6129955649375916,1008
atlas SP,Urogenital epithelial cell,F4,-0.300580233335495,1008
atlas SP,Urogenital epithelial cell,F5,-0.331998348236084,1008
atlas SP,Urogenital epithelial cell,F6,-0.6389723420143127,1008
atlas SP,Urogenital epithelial cell,F7,1.856722116470337,1008
atlas SP,Urogenital epithelial cell,F8,-0.4248950183391571,1008
atlas SP,Urogenital epithelial cell,F9,-0.14662687480449677,1008
atlas SP,Urogenital epithelial cell,F10,1.0093361139297485,1008
atlas SP,Urogenital epithelial cell,F11,0.04491405189037323,1008
atlas SP,Urogenital epithelial cell,F12,2.3307676315307617,1008
atlas SP,Urogenital epithelial cell,F13,1.0319219827651978,1008
atlas SP,Urogenital epithelial cell,F14,-0.3154447674751282,1008
atlas SP,Urogenital epithelial cell,F15,-0.09381851553916931,1008
atlas SP,Urogenital epithelial cell,F16,-0.11460141837596893,1008
atlas SP,Urogenital epithelial cell,F17,0.06507907062768936,1008
atlas SP,Urogenital epithelial cell,F18,0.06693549454212189,1008
atlas SP,Urogenital epithelial cell,F19,0.6404035687446594,1008
atlas SP,Urogenital epithelial cell,F20,0.06359972804784775,1008
atlas SP,Epithelial stem cell,F1,-0.575391948223114,938
atlas SP,Epithelial stem cell,F2,-0.4199294149875641,938
atlas SP,Epithelial stem cell,F3,-0.6168243288993835,938
atlas SP,Epithelial stem cell,F4,-0.3170322775840759,938
atlas SP,Epithelial stem cell,F5,-0.34582310914993286,938
atlas SP,Epithelial stem cell,F6,-0.6870996356010437,938
atlas SP,Epithelial stem cell,F7,-0.06940416991710663,938
atlas SP,Epithelial stem cell,F8,-0.46056780219078064,938
atlas SP,Epithelial stem cell,F9,-0.16450084745883942,938
atlas SP,Epithelial stem cell,F10,-0.30852121114730835,938
atlas SP,Epithelial stem cell,F11,1.7067681550979614,938
atlas SP,Epithelial stem cell,F12,6.311216831207275,938
atlas SP,Epithelial stem cell,F13,1.7658265829086304,938
atlas SP,Epithelial stem cell,F14,-0.32482630014419556,938
atlas SP,Epithelial stem cell,F15,-0.28250643610954285,938
atlas SP,Epithelial stem cell,F16,-0.11654341220855713,938
atlas SP,Epithelial stem cell,F17,-0.1791444569826126,938
atlas SP,Epithelial stem cell,F18,-0.26179516315460205,938
atlas SP,Epithelial stem cell,F19,-0.20236767828464508,938
atlas SP,Epithelial stem cell,F20,-0.1020762100815773,938
atlas SP,Car3+ astrocyte,F1,1.6708985567092896,895
atlas SP,Car3+ astrocyte,F2,0.9688599705696106,895
atlas SP,Car3+ astrocyte,F3,0.16766159236431122,895
atlas SP,Car3+ astrocyte,F4,-0.1404516100883484,895
atlas SP,Car3+ astrocyte,F5,0.04394290968775749,895
atlas SP,Car3+ astrocyte,F6,-0.7443422079086304,895
atlas SP,Car3+ astrocyte,F7,-0.22406797111034393,895
atlas SP,Car3+ astrocyte,F8,1.6201268434524536,895
atlas SP,Car3+ astrocyte,F9,-0.26320964097976685,895
atlas SP,Car3+ astrocyte,F10,-0.5115953683853149,895
atlas SP,Car3+ astrocyte,F11,-0.16073063015937805,895
atlas SP,Car3+ astrocyte,F12,-0.23318779468536377,895
atlas SP,Car3+ astrocyte,F13,-0.7405381202697754,895
atlas SP,Car3+ astrocyte,F14,0.16780105233192444,895
atlas SP,Car3+ astrocyte,F15,-0.2710164785385132,895
atlas SP,Car3+ astrocyte,F16,-0.14419184625148773,895
atlas SP,Car3+ astrocyte,F17,-0.1269441694021225,895
atlas SP,Car3+ astrocyte,F18,0.41258537769317627,895
atlas SP,Car3+ astrocyte,F19,0.6230190992355347,895
atlas SP,Car3+ astrocyte,F20,-0.0932256430387497,895
atlas SP,Kidney epithelial cell,F1,-0.5687333345413208,818
atlas SP,Kidney epithelial cell,F2,-0.4060916304588318,818
atlas SP,Kidney epithelial cell,F3,-0.6010846495628357,818
atlas SP,Kidney epithelial cell,F4,-0.2995130121707916,818
atlas SP,Kidney epithelial cell,F5,-0.3306526243686676,818
atlas SP,Kidney epithelial cell,F6,0.16962608695030212,818
atlas SP,Kidney epithelial cell,F7,-0.1910557597875595,818
atlas SP,Kidney epithelial cell,F8,-0.4435237944126129,818
atlas SP,Kidney epithelial cell,F9,-0.20533673465251923,818
atlas SP,Kidney epithelial cell,F10,-0.2881874740123749,818
atlas SP,Kidney epithelial cell,F11,0.03078310377895832,818
atlas SP,Kidney epithelial cell,F12,-0.007816086523234844,818
atlas SP,Kidney epithelial cell,F13,1.105761170387268,818
atlas SP,Kidney epithelial cell,F14,-0.2832089960575104,818
atlas SP,Kidney epithelial cell,F15,-0.175828218460083,818
atlas SP,Kidney epithelial cell,F16,-0.04997285082936287,818
atlas SP,Kidney epithelial cell,F17,0.03588688001036644,818
atlas SP,Kidney epithelial cell,F18,-0.10366765409708023,818
atlas SP,Kidney epithelial cell,F19,-0.23126134276390076,818
atlas SP,Kidney epithelial cell,F20,-0.04053201153874397,818
atlas SP,Hepatocyte,F1,-0.5691724419593811,723
atlas SP,Hepatocyte,F2,-0.39195868372917175,723
atlas SP,Hepatocyte,F3,-0.6081928014755249,723
atlas SP,Hepatocyte,F4,-0.29789599776268005,723
atlas SP,Hepatocyte,F5,-0.3279150724411011,723
atlas SP,Hepatocyte,F6,0.16195279359817505,723
atlas SP,Hepatocyte,F7,-0.1893261969089508,723
atlas SP,Hepatocyte,F8,-0.35387086868286133,723
atlas SP,Hepatocyte,F9,-0.19129382073879242,723
atlas SP,Hepatocyte,F10,-0.3862026035785675,723
atlas SP,Hepatocyte,F11,-0.015599599108099937,723
atlas SP,Hepatocyte,F12,0.5848588347434998,723
atlas SP,Hepatocyte,F13,1.147341012954712,723
atlas SP,Hepatocyte,F14,-0.285971462726593,723
atlas SP,Hepatocyte,F15,-0.14796209335327148,723
atlas SP,Hepatocyte,F16,-0.10045405477285385,723
atlas SP,Hepatocyte,F17,-0.0009352703928016126,723
atlas SP,Hepatocyte,F18,0.06160837784409523,723
atlas SP,Hepatocyte,F19,0.06147627905011177,723
atlas SP,Hepatocyte,F20,-0.059220314025878906,723
atlas SP,Nk cell,F1,-0.5713798403739929,718
atlas SP,Nk cell,F2,-0.4242345988750458,718
atlas SP,Nk cell,F3,-0.6103218793869019,718
atlas SP,Nk cell,F4,-0.31313377618789673,718
atlas SP,Nk cell,F5,-0.34123337268829346,718
atlas SP,Nk cell,F6,-0.23889794945716858,718
atlas SP,Nk cell,F7,-0.1869022250175476,718
atlas SP,Nk cell,F8,-0.42673754692077637,718
atlas SP,Nk cell,F9,0.4990590214729309,718
atlas SP,Nk cell,F10,-0.47549664974212646,718
atlas SP,Nk cell,F11,-0.13609877228736877,718
atlas SP,Nk cell,F12,-0.07891178131103516,718
atlas SP,Nk cell,F13,1.572361707687378,718
atlas SP,Nk cell,F14,-0.27908816933631897,718
atlas SP,Nk cell,F15,-0.06505872309207916,718
atlas SP,Nk cell,F16,0.2525336444377899,718
atlas SP,Nk cell,F17,0.10232514142990112,718
atlas SP,Nk cell,F18,-0.13830870389938354,718
atlas SP,Nk cell,F19,-0.2816524803638458,718
atlas SP,Nk cell,F20,-0.060596756637096405,718
atlas SP,Other neuron,F1,-0.2641133964061737,602
atlas SP,Other neuron,F2,-0.3813665509223938,602
atlas SP,Other neuron,F3,1.1633851528167725,602
atlas SP,Other neuron,F4,-0.2504320740699768,602
atlas SP,Other neuron,F5,-0.2728404700756073,602
atlas SP,Other neuron,F6,-0.2756640315055847,602
atlas SP,Other neuron,F7,-0.14760822057724,602
atlas SP,Other neuron,F8,-0.0750153660774231,602
atlas SP,Other neuron,F9,-0.13998264074325562,602
atlas SP,Other neuron,F10,0.2651885449886322,602
atlas SP,Other neuron,F11,-0.10655293613672256,602
atlas SP,Other neuron,F12,-0.03793320059776306,602
atlas SP,Other neuron,F13,-0.6069597601890564,602
atlas SP,Other neuron,F14,1.1218713521957397,602
atlas SP,Other neuron,F15,0.14396624267101288,602
atlas SP,Other neuron,F16,0.018399493768811226,602
atlas SP,Other neuron,F17,0.03354816138744354,602
atlas SP,Other neuron,F18,0.16580316424369812,602
atlas SP,Other neuron,F19,-0.16134341061115265,602
atlas SP,Other neuron,F20,0.024621425196528435,602
atlas SP,Cardiac stromal cell,F1,-0.573097288608551,579
atlas SP,Cardiac stromal cell,F2,-0.4248305559158325,579
atlas SP,Cardiac stromal cell,F3,-0.6114166975021362,579
atlas SP,Cardiac stromal cell,F4,-0.3037131726741791,579
atlas SP,Cardiac stromal cell,F5,-0.3356347978115082,579
atlas SP,Cardiac stromal cell,F6,1.4097391366958618,579
atlas SP,Cardiac stromal cell,F7,-0.18212063610553741,579
atlas SP,Cardiac stromal cell,F8,-0.4446321427822113,579
atlas SP,Cardiac stromal cell,F9,-0.15823982656002045,579
atlas SP,Cardiac stromal cell,F10,0.7552891969680786,579
atlas SP,Cardiac stromal cell,F11,-0.15448634326457977,579
atlas SP,Cardiac stromal cell,F12,-0.15565259754657745,579
atlas SP,Cardiac stromal cell,F13,-0.6068411469459534,579
atlas SP,Cardiac stromal cell,F14,-0.30768799781799316,579
atlas SP,Cardiac stromal cell,F15,0.3722335994243622,579
atlas SP,Cardiac stromal cell,F16,-0.10372918844223022,579
atlas SP,Cardiac stromal cell,F17,-0.13592223823070526,579
atlas SP,Cardiac stromal cell,F18,-0.12226836383342743,579
atlas SP,Cardiac stromal cell,F19,-0.20374341309070587,579
atlas SP,Cardiac stromal cell,F20,-0.04541472718119621,579
atlas SP,Astrocyte,F1,-0.5520042777061462,571
atlas SP,Astrocyte,F2,-0.38297492265701294,571
atlas SP,Astrocyte,F3,-0.45564448833465576,571
atlas SP,Astrocyte,F4,-0.27641913294792175,571
atlas SP,Astrocyte,F5,-0.3159106969833374,571
atlas SP,Astrocyte,F6,0.04737472906708717,571
atlas SP,Astrocyte,F7,-0.20185384154319763,571
atlas SP,Astrocyte,F8,-0.26611626148223877,571
atlas SP,Astrocyte,F9,-0.22127394378185272,571
atlas SP,Astrocyte,F10,2.8694980144500732,571
atlas SP,Astrocyte,F11,-0.14407041668891907,571
atlas SP,Astrocyte,F12,-0.13900281488895416,571
atlas SP,Astrocyte,F13,-0.6751915812492371,571
atlas SP,Astrocyte,F14,-0.07780282199382782,571
atlas SP,Astrocyte,F15,-0.24376541376113892,571
atlas SP,Astrocyte,F16,-0.11405178904533386,571
atlas SP,Astrocyte,F17,-0.1432391256093979,571
atlas SP,Astrocyte,F18,0.28070488572120667,571
atlas SP,Astrocyte,F19,-0.03647130727767944,571
atlas SP,Astrocyte,F20,-0.04995347559452057,571
atlas SP,Stromal cell,F1,-0.5723202228546143,545
atlas SP,Stromal cell,F2,-0.41160082817077637,545
atlas SP,Stromal cell,F3,-0.6103084087371826,545
atlas SP,Stromal cell,F4,-0.3084681034088135,545
atlas SP,Stromal cell,F5,-0.3411285877227783,545
atlas SP,Stromal cell,F6,0.7093807458877563,545
atlas SP,Stromal cell,F7,-0.11827601492404938,545
atlas SP,Stromal cell,F8,-0.4456669092178345,545
atlas SP,Stromal cell,F9,-0.19221231341362,545
atlas SP,Stromal cell,F10,1.937936782836914,545
atlas SP,Stromal cell,F11,-0.16119852662086487,545
atlas SP,Stromal cell,F12,-0.14282523095607758,545
atlas SP,Stromal cell,F13,-0.6210407614707947,545
atlas SP,Stromal cell,F14,-0.30157631635665894,545
atlas SP,Stromal cell,F15,1.8525692224502563,545
atlas SP,Stromal cell,F16,-0.118462935090065,545
atlas SP,Stromal cell,F17,-0.06377346813678741,545
atlas SP,Stromal cell,F18,-0.16826732456684113,545
atlas SP,Stromal cell,F19,-0.20388759672641754,545
atlas SP,Stromal cell,F20,-0.08717769384384155,545
atlas SP,Bladder epithelial cell,F1,-0.5732796788215637,521
atlas SP,Bladder epithelial cell,F2,-0.41630977392196655,521
atlas SP,Bladder epithelial cell,F3,-0.613060474395752,521
atlas SP,Bladder epithelial cell,F4,-0.3066195547580719,521
atlas SP,Bladder epithelial cell,F5,-0.3387868106365204,521
atlas SP,Bladder epithelial cell,F6,0.31096309423446655,521
atlas SP,Bladder epithelial cell,F7,-0.08763348311185837,521
atlas SP,Bladder epithelial cell,F8,-0.4479379653930664,521
atlas SP,Bladder epithelial cell,F9,-0.20028157532215118,521
atlas SP,Bladder epithelial cell,F10,2.401604413986206,521
atlas SP,Bladder epithelial cell,F11,-0.15877185761928558,521
atlas SP,Bladder epithelial cell,F12,-0.10810724645853043,521
atlas SP,Bladder epithelial cell,F13,-0.5314314961433411,521
atlas SP,Bladder epithelial cell,F14,-0.30220019817352295,521
atlas SP,Bladder epithelial cell,F15,3.367703914642334,521
atlas SP,Bladder epithelial cell,F16,-0.09819202125072479,521
atlas SP,Bladder epithelial cell,F17,0.11043527722358704,521
atlas SP,Bladder epithelial cell,F18,0.0015559443272650242,521
atlas SP,Bladder epithelial cell,F19,-0.010615303181111813,521
atlas SP,Bladder epithelial cell,F20,-0.055008359253406525,521
atlas SP,Other epithelial cell,F1,-0.5456886887550354,499
atlas SP,Other epithelial cell,F2,-0.3508555293083191,499
atlas SP,Other epithelial cell,F3,-0.5568767786026001,499
atlas SP,Other epithelial cell,F4,-0.2453654259443283,499
atlas SP,Other epithelial cell,F5,-0.27288907766342163,499
atlas SP,Other epithelial cell,F6,-0.03718346729874611,499
atlas SP,Other epithelial cell,F7,-0.0038147459272295237,499
atlas SP,Other epithelial cell,F8,-0.2697106599807739,499
atlas SP,Other epithelial cell,F9,-0.0382111556828022,499
atlas SP,Other epithelial cell,F10,0.4201028347015381,499
atlas SP,Other epithelial cell,F11,0.5507000088691711,499
atlas SP,Other epithelial cell,F12,0.29148367047309875,499
atlas SP,Other epithelial cell,F13,0.6147924661636353,499
atlas SP,Other epithelial cell,F14,-0.1582406908273697,499
atlas SP,Other epithelial cell,F15,0.34436365962028503,499
atlas SP,Other epithelial cell,F16,1.2240725755691528,499
atlas SP,Other epithelial cell,F17,0.6512336730957031,499
atlas SP,Other epithelial cell,F18,0.5452358722686768,499
atlas SP,Other epithelial cell,F19,0.26239123940467834,499
atlas SP,Other epithelial cell,F20,0.8962711095809937,499
atlas SP,Pancreatic exocrine cell,F1,-0.5065544247627258,484
atlas SP,Pancreatic exocrine cell,F2,-0.23501496016979218,484
atlas SP,Pancreatic exocrine cell,F3,-0.4476233422756195,484
atlas SP,Pancreatic exocrine cell,F4,-0.2006472796201706,484
atlas SP,Pancreatic exocrine cell,F5,-0.22678740322589874,484
atlas SP,Pancreatic exocrine cell,F6,-0.13536261022090912,484
atlas SP,Pancreatic exocrine cell,F7,-0.030398553237318993,484
atlas SP,Pancreatic exocrine cell,F8,-0.1918436586856842,484
atlas SP,Pancreatic exocrine cell,F9,0.15541626513004303,484
atlas SP,Pancreatic exocrine cell,F10,0.038491152226924896,484
atlas SP,Pancreatic exocrine cell,F11,0.7674362063407898,484
atlas SP,Pancreatic exocrine cell,F12,0.3216395676136017,484
atlas SP,Pancreatic exocrine cell,F13,0.7552411556243896,484
atlas SP,Pancreatic exocrine cell,F14,0.06440436840057373,484
atlas SP,Pancreatic exocrine cell,F15,0.618531346321106,484
atlas SP,Pancreatic exocrine cell,F16,0.9698763489723206,484
atlas SP,Pancreatic exocrine cell,F17,1.5683048963546753,484
atlas SP,Pancreatic exocrine cell,F18,1.2919011116027832,484
atlas SP,Pancreatic exocrine cell,F19,0.671667218208313,484
atlas SP,Pancreatic exocrine cell,F20,0.17022542655467987,484
atlas SP,Cardiomyocyte,F1,-0.5411783456802368,436
atlas SP,Cardiomyocyte,F2,-0.370940625667572,436
atlas SP,Cardiomyocyte,F3,-0.5676647424697876,436
atlas SP,Cardiomyocyte,F4,-0.26015013456344604,436
atlas SP,Cardiomyocyte,F5,-0.2817809283733368,436
atlas SP,Cardiomyocyte,F6,0.6107881665229797,436
atlas SP,Cardiomyocyte,F7,-0.14829787611961365,436
atlas SP,Cardiomyocyte,F8,1.3855868577957153,436
atlas SP,Cardiomyocyte,F9,-0.07390003651380539,436
atlas SP,Cardiomyocyte,F10,0.9985660314559937,436
atlas SP,Cardiomyocyte,F11,-0.09677649289369583,436
atlas SP,Cardiomyocyte,F12,0.039433419704437256,436
atlas SP,Cardiomyocyte,F13,-0.4619932174682617,436
atlas SP,Cardiomyocyte,F14,-0.2104816734790802,436
atlas SP,Cardiomyocyte,F15,0.21950875222682953,436
atlas SP,Cardiomyocyte,F16,0.2843518853187561,436
atlas SP,Cardiomyocyte,F17,0.5019163489341736,436
atlas SP,Cardiomyocyte,F18,0.2642246186733246,436
atlas SP,Cardiomyocyte,F19,2.059420108795166,436
atlas SP,Cardiomyocyte,F20,0.050596900284290314,436
atlas SP,Mammary epithelial cell,F1,-0.5726727843284607,434
atlas SP,Mammary epithelial cell,F2,-0.3930581212043762,434
atlas SP,Mammary epithelial cell,F3,-0.6138731241226196,434
atlas SP,Mammary epithelial cell,F4,-0.30505383014678955,434
atlas SP,Mammary epithelial cell,F5,-0.336670845746994,434
atlas SP,Mammary epithelial cell,F6,-0.594247043132782,434
atlas SP,Mammary epithelial cell,F7,1.4933791160583496,434
atlas SP,Mammary epithelial cell,F8,-0.43814265727996826,434
atlas SP,Mammary epithelial cell,F9,0.060504794120788574,434
atlas SP,Mammary epithelial cell,F10,1.0685557126998901,434
atlas SP,Mammary epithelial cell,F11,-0.015603194013237953,434
atlas SP,Mammary epithelial cell,F12,1.8846375942230225,434
atlas SP,Mammary epithelial cell,F13,0.9924457669258118,434
atlas SP,Mammary epithelial cell,F14,-0.3106376528739929,434
atlas SP,Mammary epithelial cell,F15,0.04993141070008278,434
atlas SP,Mammary epithelial cell,F16,-0.12164527177810669,434
atlas SP,Mammary epithelial cell,F17,-0.10553433746099472,434
atlas SP,Mammary epithelial cell,F18,-0.15694104135036469,434
atlas SP,Mammary epithelial cell,F19,0.027349520474672318,434
atlas SP,Mammary epithelial cell,F20,0.08189680427312851,434
atlas SP,Dendritic cell,F1,-0.5704656839370728,368
atlas SP,Dendritic cell,F2,-0.42078205943107605,368
atlas SP,Dendritic cell,F3,-0.6095373630523682,368
atlas SP,Dendritic cell,F4,-0.3108138144016266,368
atlas SP,Dendritic cell,F5,-0.3413413465023041,368
atlas SP,Dendritic cell,F6,0.20411503314971924,368
atlas SP,Dendritic cell,F7,-0.14295722544193268,368
atlas SP,Dendritic cell,F8,-0.4118785560131073,368
atlas SP,Dendritic cell,F9,0.8888614773750305,368
atlas SP,Dendritic cell,F10,-0.4526166021823883,368
atlas SP,Dendritic cell,F11,-0.13358834385871887,368
atlas SP,Dendritic cell,F12,0.21717242896556854,368
atlas SP,Dendritic cell,F13,1.1360750198364258,368
atlas SP,Dendritic cell,F14,-0.28059127926826477,368
atlas SP,Dendritic cell,F15,-0.12598423659801483,368
atlas SP,Dendritic cell,F16,0.021195445209741592,368
atlas SP,Dendritic cell,F17,0.23678207397460938,368
atlas SP,Dendritic cell,F18,-0.056426115334033966,368
atlas SP,Dendritic cell,F19,-0.18310950696468353,368
atlas SP,Dendritic cell,F20,-0.050849609076976776,368
atlas SP,Pericyte,F1,-0.5658169984817505,341
atlas SP,Pericyte,F2,-0.4080314636230469,341
atlas SP,Pericyte,F3,-0.5992507338523865,341
atlas SP,Pericyte,F4,-0.2900019586086273,341
atlas SP,Pericyte,F5,-0.32163262367248535,341
atlas SP,Pericyte,F6,1.1844961643218994,341
atlas SP,Pericyte,F7,-0.16802749037742615,341
atlas SP,Pericyte,F8,-0.3589113652706146,341
atlas SP,Pericyte,F9,-0.17140981554985046,341
atlas SP,Pericyte,F10,0.9163259863853455,341
atlas SP,Pericyte,F11,-0.11152026057243347,341
atlas SP,Pericyte,F12,-0.12854497134685516,341
atlas SP,Pericyte,F13,-0.5537994503974915,341
atlas SP,Pericyte,F14,-0.23495572805404663,341
atlas SP,Pericyte,F15,1.5607470273971558,341
atlas SP,Pericyte,F16,-0.09482578188180923,341
atlas SP,Pericyte,F17,0.1422424018383026,341
atlas SP,Pericyte,F18,0.19000327587127686,341
atlas SP,Pericyte,F19,0.01016176026314497,341
atlas SP,Pericyte,F20,-0.009405184537172318,341
atlas SP,Respiratory epithelial cell,F1,-0.5355286598205566,320
atlas SP,Respiratory epithelial cell,F2,-0.3391013741493225,320
atlas SP,Respiratory epithelial cell,F3,-0.5460222959518433,320
atlas SP,Respiratory epithelial cell,F4,-0.23809950053691864,320
atlas SP,Respiratory epithelial cell,F5,-0.2716633975505829,320
atlas SP,Respiratory epithelial cell,F6,0.12991350889205933,320
atlas SP,Respiratory epithelial cell,F7,0.0916086807847023,320
atlas SP,Respiratory epithelial cell,F8,-0.3226829171180725,320
atlas SP,Respiratory epithelial cell,F9,-0.05434609204530716,320
atlas SP,Respiratory epithelial cell,F10,0.303343266248703,320
atlas SP,Respiratory epithelial cell,F11,0.37886160612106323,320
atlas SP,Respiratory epithelial cell,F12,0.1533372700214386,320
atlas SP,Respiratory epithelial cell,F13,0.5094962120056152,320
atlas SP,Respiratory epithelial cell,F14,-0.06192239001393318,320
atlas SP,Respiratory epithelial cell,F15,0.45291727781295776,320
atlas SP,Respiratory epithelial cell,F16,1.0709998607635498,320
atlas SP,Respiratory epithelial cell,F17,0.8482446670532227,320
atlas SP,Respiratory epithelial cell,F18,0.43076595664024353,320
atlas SP,Respiratory epithelial cell,F19,0.27314454317092896,320
atlas SP,Respiratory epithelial cell,F20,1.2557437419891357,320
atlas SP,Secretory cell,F1,-0.5732278227806091,309
atlas SP,Secretory cell,F2,-0.41850942373275757,309
atlas SP,Secretory cell,F3,-0.6132444739341736,309
atlas SP,Secretory cell,F4,-0.31208792328834534,309
atlas SP,Secretory cell,F5,-0.3418389856815338,309
atlas SP,Secretory cell,F6,-0.5368233323097229,309
atlas SP,Secretory cell,F7,-0.17270956933498383,309
atlas SP,Secretory cell,F8,-0.45101889967918396,309
atlas SP,Secretory cell,F9,-0.25605300068855286,309
atlas SP,Secretory cell,F10,-0.1849113255739212,309
atlas SP,Secretory cell,F11,3.4801294803619385,309
atlas SP,Secretory cell,F12,4.377681732177734,309
atlas SP,Secretory cell,F13,1.4927128553390503,309
atlas SP,Secretory cell,F14,-0.31316936016082764,309
atlas SP,Secretory cell,F15,-0.22086763381958008,309
atlas SP,Secretory cell,F16,-0.08841270208358765,309
atlas SP,Secretory cell,F17,-0.14653867483139038,309
atlas SP,Secretory cell,F18,-0.26079457998275757,309
atlas SP,Secretory cell,F19,-0.004811324644833803,309
atlas SP,Secretory cell,F20,-0.07135526090860367,309
atlas SP,Chondrocyte,F1,-0.5726043581962585,256
atlas SP,Chondrocyte,F2,-0.41284245252609253,256
atlas SP,Chondrocyte,F3,-0.6114468574523926,256
atlas SP,Chondrocyte,F4,-0.29964113235473633,256
atlas SP,Chondrocyte,F5,-0.33028537034988403,256
atlas SP,Chondrocyte,F6,-0.00967804528772831,256
atlas SP,Chondrocyte,F7,-0.022690748795866966,256
atlas SP,Chondrocyte,F8,-0.41174691915512085,256
atlas SP,Chondrocyte,F9,-0.15379665791988373,256
atlas SP,Chondrocyte,F10,2.959498643875122,256
atlas SP,Chondrocyte,F11,-0.1597350686788559,256
atlas SP,Chondrocyte,F12,-0.0923074334859848,256
atlas SP,Chondrocyte,F13,-0.5209723114967346,256
atlas SP,Chondrocyte,F14,-0.3149831295013428,256
atlas SP,Chondrocyte,F15,1.4347623586654663,256
atlas SP,Chondrocyte,F16,-0.05337900295853615,256
atlas SP,Chondrocyte,F17,-0.07682164758443832,256
atlas SP,Chondrocyte,F18,-0.06966359913349152,256
atlas SP,Chondrocyte,F19,-0.005720397457480431,256
atlas SP,Chondrocyte,F20,-0.030501436442136765,256
atlas SP,Specialized endothelial cell,F1,-0.5726494193077087,239
atlas SP,Specialized endothelial cell,F2,-0.4262872040271759,239
atlas SP,Specialized endothelial cell,F3,-0.6110523343086243,239
atlas SP,Specialized endothelial cell,F4,-0.3137824833393097,239
atlas SP,Specialized endothelial cell,F5,-0.3399226665496826,239
atlas SP,Specialized endothelial cell,F6,1.6538670063018799,239
atlas SP,Specialized endothelial cell,F7,-0.185342475771904,239
atlas SP,Specialized endothelial cell,F8,-0.452236533164978,239
atlas SP,Specialized endothelial cell,F9,-0.15555612742900848,239
atlas SP,Specialized endothelial cell,F10,0.3445456922054291,239
atlas SP,Specialized endothelial cell,F11,-0.14343784749507904,239
atlas SP,Specialized endothelial cell,F12,-0.16734744608402252,239
atlas SP,Specialized endothelial cell,F13,-0.6117926836013794,239
atlas SP,Specialized endothelial cell,F14,-0.30106353759765625,239
atlas SP,Specialized endothelial cell,F15,0.21869675815105438,239
atlas SP,Specialized endothelial cell,F16,-0.02604006603360176,239
atlas SP,Specialized endothelial cell,F17,-0.042247872799634933,239
atlas SP,Specialized endothelial cell,F18,-0.15415053069591522,239
atlas SP,Specialized endothelial cell,F19,-0.28716516494750977,239
atlas SP,Specialized endothelial cell,F20,-0.07445693016052246,239
atlas SP,Pancreatic ductal cell,F1,-0.570805013179779,226
atlas SP,Pancreatic ductal cell,F2,-0.3855430483818054,226
atlas SP,Pancreatic ductal cell,F3,-0.6055272221565247,226
atlas SP,Pancreatic ductal cell,F4,-0.30070242285728455,226
atlas SP,Pancreatic ductal cell,F5,-0.33544227480888367,226
atlas SP,Pancreatic ductal cell,F6,-0.15361252427101135,226
atlas SP,Pancreatic ductal cell,F7,-0.1755308359861374,226
atlas SP,Pancreatic ductal cell,F8,-0.4336445927619934,226
atlas SP,Pancreatic ductal cell,F9,-0.18285086750984192,226
atlas SP,Pancreatic ductal cell,F10,0.3098115622997284,226
atlas SP,Pancreatic ductal cell,F11,-0.0739307850599289,226
atlas SP,Pancreatic ductal cell,F12,0.42158642411231995,226
atlas SP,Pancreatic ductal cell,F13,1.0819129943847656,226
atlas SP,Pancreatic ductal cell,F14,-0.2983601689338684,226
atlas SP,Pancreatic ductal cell,F15,-0.09450647979974747,226
atlas SP,Pancreatic ductal cell,F16,-0.07433488965034485,226
atlas SP,Pancreatic ductal cell,F17,0.0037148650735616684,226
